Borough,Park or Playground,Week Start Date,Week End date,Sunday Attendance,Monday Attendance,Tuesday Attendance,Wednesday Attendance,Thursday Attendance,Friday Attendance,Saturday Attendance,Total Attendance
Bronx,Flynn Playground - CPI,09/16/2018,09/22/2018,0,0,0,20,20,20,60,120
Bronx,St Mary's East Playground,09/16/2018,09/22/2018,0,0,12,0,0,21,12,45
Bronx,Martin Van Buren Playground,09/16/2018,09/22/2018,0,0,0,0,10,15,25,50
Brooklyn,Sternberg Park - CPI,09/16/2018,09/22/2018,0,15,136,332,187,209,0,879
Bronx,Horseshoe Playground - CPI,09/16/2018,09/22/2018,0,0,0,24,30,16,23,93
Bronx,Mott Playground - CPI,09/16/2018,09/22/2018,0,0,0,0,22,25,24,71
Bronx,PO Serrano Playground,09/16/2018,09/22/2018,0,0,0,18,20,23,0,61
Bronx,Dawson Playground - CPI,09/16/2018,09/22/2018,0,0,0,20,35,12,25,92
Bronx,Rev. James Polite Playground - CPI,09/16/2018,09/22/2018,0,0,0,9,10,0,15,34
Bronx,Tiffany Playground,09/16/2018,09/22/2018,0,0,0,17,31,38,13,99
Bronx,Claremont Park,09/16/2018,09/22/2018,0,0,0,0,30,25,55,110
Bronx,Slattery Playground - CPI,09/16/2018,09/22/2018,0,0,0,0,0,0,100,100
Queens,Queensbridge Park,09/02/2018,09/08/2018,0,0,0,9,0,39,80,128
Queens,Queensbridge Park,09/09/2018,09/15/2018,0,0,0,23,46,30,61,160
Queens,Linden Park,09/09/2018,09/15/2018,0,0,250,0,0,0,0,250
Queens,Linden Park,09/09/2018,09/15/2018,0,0,1,140,0,0,0,141
Queens,Playground for All Children - CPI,09/09/2018,09/15/2018,0,0,14,26,0,73,0,113
Queens,Rufus King Park,09/02/2018,09/08/2018,0,0,0,0,89,126,0,215
Queens,London Planetree,09/02/2018,09/08/2018,0,0,15,0,0,59,77,151
Queens,Colden Playground - CPI,09/02/2018,09/08/2018,0,0,0,0,0,140,0,140
Queens,Playground for All Children - CPI,09/02/2018,09/08/2018,0,0,0,0,0,62,0,62
Queens,Maple Playground - CPI,09/02/2018,09/08/2018,0,0,75,0,100,100,0,275
Queens,Charybdis Playground - CPI,09/02/2018,09/08/2018,0,0,82,76,92,78,15,343
Bronx,Flynn Playground - CPI,09/09/2018,09/15/2018,0,0,5,0,10,20,30,65
Bronx,Tiffany Playground,09/09/2018,09/15/2018,0,0,10,0,0,0,0,10
Bronx,Horseshoe Playground - CPI,09/09/2018,09/15/2018,0,0,12,0,20,24,27,83
Bronx,Claremont Park,09/09/2018,09/15/2018,0,0,35,0,25,35,50,145
Bronx,Mott Playground - CPI,09/09/2018,09/15/2018,0,0,16,0,21,0,20,57
Bronx,PO Serrano Playground,09/09/2018,09/15/2018,0,0,15,0,8,12,25,60
Brooklyn,Sternberg Park - CPI,09/09/2018,09/15/2018,0,36,0,59,77,93,0,265
Brooklyn,William Sheridan Playground - CPI,09/09/2018,09/15/2018,0,0,100,50,0,0,0,150
Bronx,Rev. James Polite Playground - CPI,09/09/2018,09/15/2018,0,0,3,0,5,8,15,31
Bronx,Slattery Playground - CPI,09/09/2018,09/15/2018,0,0,60,0,40,40,0,140
Bronx,St Mary's East Playground,09/09/2018,09/15/2018,0,0,10,0,15,17,0,42
Bronx,Martin Van Buren Playground,09/09/2018,09/15/2018,0,0,15,0,18,25,0,58
Bronx,Dawson Playground - CPI,09/09/2018,09/15/2018,0,0,25,0,20,12,0,57
Bronx,Clark Playground - CPI,09/09/2018,09/15/2018,0,0,10,0,3,0,0,13
Manhattan,Happy Warrior Playground,09/02/2018,09/08/2018,0,0,75,80,65,60,45,325
Manhattan,Seward Park - CPI,09/02/2018,09/08/2018,0,0,550,175,250,300,0,1275
Brooklyn,Seth Low - CPI,09/03/2018,09/08/2018,0,0,64,60,6,48,110,288
Brooklyn,Seth Low - CPI,08/27/2018,09/01/2018,0,0,48,50,55,65,90,308
Brooklyn,Seth Low - CPI,08/20/2018,08/25/2018,0,0,50,56,60,80,108,354
Brooklyn,Skate Park,08/27/2018,09/01/2018,0,0,16,14,20,14,24,88
Brooklyn,Osborn Playground,08/26/2018,09/01/2018,0,0,24,24,25,28,27,128
Brooklyn,Skate Park,08/20/2018,08/25/2018,0,0,18,15,17,19,23,92
Brooklyn,Osborn Playground,08/19/2018,08/25/2018,0,0,18,21,25,24,21,109
Brooklyn,Skate Park,08/13/2018,08/18/2018,0,0,27,13,14,21,22,97
Brooklyn,Osborn Playground,08/12/2018,08/18/2018,0,0,20,25,26,32,31,134
Brooklyn,Skate Park,08/06/2018,08/11/2018,0,0,21,18,16,18,0,73
Brooklyn,Skate Park,07/30/2018,08/04/2018,0,0,18,14,16,14,28,90
Brooklyn,Osborn Playground,08/05/2018,08/11/2018,0,0,25,24,26,21,28,124
Brooklyn,Osborn Playground,07/29/2018,08/04/2018,0,0,20,28,23,21,26,118
Brooklyn,Skate Park,07/23/2018,07/28/2018,0,0,14,17,20,17,31,99
Brooklyn,Osborn Playground,07/22/2018,07/28/2018,0,0,25,23,24,20,34,126
Brooklyn,Osborn Playground,07/15/2018,07/21/2018,0,0,24,24,26,28,27,129
Brooklyn,Osborn Playground,07/08/2018,07/14/2018,0,0,21,28,29,24,27,129
Brooklyn,Osborn Playground,07/01/2018,07/07/2018,0,0,25,25,26,27,21,124
Brooklyn,Osborn Playground,06/24/2018,06/30/2018,0,0,23,18,28,26,24,119
Brooklyn,Osborn Playground,06/17/2018,06/23/2018,0,0,21,29,25,29,18,122
Brooklyn,Osborn Playground,06/10/2018,06/16/2018,0,0,22,25,24,22,20,113
Brooklyn,Bushclinton Playground,08/27/2018,08/31/2018,0,50,51,50,50,0,0,201
Brooklyn,Osborn Playground,06/03/2018,06/09/2018,0,0,22,25,28,23,24,122
Brooklyn,Osborn Playground,05/27/2018,06/02/2018,0,0,25,29,24,23,21,122
Brooklyn,Osborn Playground,05/20/2018,05/26/2018,0,0,21,26,25,24,19,115
Brooklyn,Osborn Playground,05/13/2018,05/19/2018,0,0,20,25,25,21,32,123
Brooklyn,Osborn Playground,05/06/2018,05/12/2018,0,0,25,21,17,29,26,118
Brooklyn,Osborn Playground,04/29/2018,05/05/2018,0,0,22,22,20,26,24,114
Brooklyn,John J Carty Park - CPI,09/03/2018,09/08/2018,0,0,60,50,20,21,23,174
Brooklyn,Osborn Playground,04/22/2018,04/28/2018,0,0,25,26,20,28,22,121
Brooklyn,John J Carty Park - CPI,08/27/2018,09/01/2018,0,0,90,80,88,80,80,418
Brooklyn,John J Carty Park - CPI,08/20/2018,08/25/2018,0,0,100,165,105,120,100,590
Brooklyn,John J Carty Park - CPI,08/13/2018,08/18/2018,0,0,125,100,118,130,160,633
Brooklyn,John J Carty Park - CPI,08/06/2018,08/11/2018,0,0,130,100,140,120,100,590
Brooklyn,John J Carty Park - CPI,07/30/2018,08/04/2018,0,0,70,100,110,90,140,510
Brooklyn,Hamilton Metz,09/02/2018,09/08/2018,0,0,18,17,15,16,18,84
Brooklyn,Hamilton Metz,08/26/2018,09/01/2018,0,0,20,22,25,24,30,121
Brooklyn,Hamilton Metz,08/19/2018,08/25/2018,0,0,22,25,30,28,25,130
Brooklyn,Hattie Carthan,09/02/2018,09/08/2018,0,10,12,14,9,12,0,57
Brooklyn,Hattie Carthan,08/26/2018,09/01/2018,0,25,25,26,24,30,0,130
Brooklyn,Hattie Carthan,08/19/2018,08/25/2018,0,20,25,26,35,30,0,136
Brooklyn,Hattie Carthan,08/12/2018,08/18/2018,0,30,32,24,30,23,0,139
Brooklyn,Garibaldi Playground - CPI,09/03/2018,09/08/2018,0,0,14,8,11,10,12,55
Brooklyn,Hattie Carthan,08/05/2018,08/11/2018,0,30,18,22,26,27,0,123
Brooklyn,Garibaldi Playground - CPI,08/27/2018,09/01/2018,0,0,0,27,10,7,11,55
Brooklyn,Hattie Carthan,07/29/2018,08/04/2018,0,25,24,28,30,18,0,125
Brooklyn,Garibaldi Playground - CPI,08/20/2018,08/25/2018,0,0,26,18,21,23,26,114
Brooklyn,Garibaldi Playground - CPI,08/13/2018,08/18/2018,0,0,15,24,18,27,37,121
Brooklyn,Maria Hernandez Park,09/02/2018,09/08/2018,0,0,90,90,84,72,69,405
Brooklyn,Maria Hernandez Park,08/26/2018,09/01/2018,0,0,80,75,75,74,82,386
Brooklyn,Maria Hernandez Park,08/19/2018,08/25/2018,0,0,80,75,83,71,77,386
Brooklyn,Maria Hernandez Park,08/12/2018,08/18/2018,0,0,70,82,75,92,76,395
Brooklyn,Maria Hernandez Park,08/05/2018,08/11/2018,0,0,80,80,81,82,88,411
Brooklyn,Fort Greene Playground,09/03/2018,09/08/2018,0,0,17,14,10,11,28,80
Brooklyn,Maria Hernandez Park,07/29/2018,08/04/2018,0,0,80,82,92,80,79,413
Brooklyn,Maria Hernandez Park,07/22/2018,07/28/2018,0,0,80,70,90,95,84,419
Brooklyn,Fort Greene Playground,08/27/2018,09/01/2018,0,0,26,24,31,24,27,132
Brooklyn,Fort Greene Playground,08/20/2018,08/25/2018,0,0,41,25,14,18,17,115
Brooklyn,Marion Hopkinson Playground - CPI,09/02/2018,09/08/2018,0,0,44,45,44,49,0,182
Brooklyn,Marion Hopkinson Playground - CPI,08/26/2018,09/01/2018,0,0,50,50,48,41,45,234
Brooklyn,Marion Hopkinson Playground - CPI,08/19/2018,08/25/2018,0,0,45,45,44,41,47,222
Brooklyn,Marion Hopkinson Playground - CPI,08/12/2018,08/18/2018,0,0,39,43,48,48,46,224
Bronx,Claremont Park,09/02/2018,09/08/2018,0,0,0,55,65,30,35,185
Brooklyn,Marion Hopkinson Playground - CPI,08/05/2018,08/11/2018,0,0,45,43,47,33,53,221
Brooklyn,Fort Greene Playground,08/13/2018,08/18/2018,0,0,32,24,31,24,40,151
Brooklyn,Marion Hopkinson Playground - CPI,07/29/2018,08/04/2018,0,0,50,48,40,43,42,223
Brooklyn,Marion Hopkinson Playground - CPI,07/22/2018,07/28/2018,0,0,42,43,37,40,40,202
Bronx,Mott Playground - CPI,09/02/2018,09/08/2018,0,0,0,0,21,27,18,66
Brooklyn,Dyker Beach Park - CPI,09/03/2018,09/08/2018,0,0,150,145,140,160,140,735
Bronx,Clark Playground - CPI,09/02/2018,09/08/2018,0,0,26,10,6,4,0,46
Brooklyn,Dyker Beach Park - CPI,08/27/2018,09/01/2018,0,0,140,170,120,160,140,730
Bronx,PFC Lozada Playground - CPI,09/02/2018,09/08/2018,0,0,14,16,17,12,28,87
Bronx,Flynn Playground - CPI,09/02/2018,09/08/2018,0,0,40,40,15,20,35,150
Brooklyn,Dyker Beach Park - CPI,08/20/2018,08/25/2018,0,0,165,140,170,140,180,795
Brooklyn,Dyker Beach Park - CPI,08/13/2018,08/18/2018,0,0,180,170,165,140,180,835
Bronx,Horseshoe Playground - CPI,09/02/2018,09/08/2018,0,0,26,34,32,14,22,128
Brooklyn,Dreier Offerman - CPI,09/03/2018,09/08/2018,0,0,24,16,14,16,17,87
Bronx,Rev. James Polite Playground - CPI,09/02/2018,09/08/2018,0,0,7,0,0,0,12,19
Brooklyn,Dreier Offerman - CPI,08/27/2018,09/01/2018,0,0,21,14,12,17,21,85
Bronx,Martin Van Buren Playground,09/02/2018,09/08/2018,0,0,30,22,30,0,0,82
Brooklyn,Dreier Offerman - CPI,08/20/2018,08/25/2018,0,0,26,31,35,24,35,151
Brooklyn,Dreier Offerman - CPI,08/13/2018,08/18/2018,0,0,30,28,35,42,24,159
Bronx,Tiffany Playground,09/02/2018,09/08/2018,0,0,25,20,10,0,0,55
Brooklyn,Century Playground - CPI,09/03/2018,09/08/2018,0,0,38,40,18,20,24,140
Brooklyn,Century Playground - CPI,08/27/2018,09/01/2018,0,0,47,62,45,35,38,227
Brooklyn,Century Playground - CPI,08/20/2018,08/25/2018,0,0,42,48,39,53,62,244
Brooklyn,Century Playground - CPI,08/13/2018,08/18/2018,0,0,54,25,38,41,62,220
Brooklyn,Century Playground - CPI,08/06/2018,08/11/2018,0,0,36,52,45,62,47,242
Brooklyn,Century Playground - CPI,07/30/2018,08/04/2018,0,0,42,60,35,62,50,249
Brooklyn,Century Playground - CPI,07/23/2018,07/28/2018,0,0,45,50,48,0,0,143
Queens,Lower Highland Playground,08/26/2018,09/01/2018,0,0,0,110,0,100,110,320
Queens,Brookville Playground,08/26/2018,09/01/2018,0,0,100,0,96,50,17,263
Queens,Queensbridge Park,09/02/2018,09/08/2018,0,0,0,0,52,26,0,78
Queens,Beach 59th Street Playground - CPI,09/02/2018,09/08/2018,0,0,41,59,110,30,0,240
Queens,Hoover - Manton Playgrounds,09/02/2018,09/08/2018,0,0,14,0,33,0,29,76
Queens,Beach 59th Street Playground - CPI,09/02/2018,09/08/2018,0,0,0,6,15,12,18,51
Queens,Charybdis Playground - CPI,08/19/2018,08/25/2018,0,0,89,109,96,85,101,480
Queens,Lower Highland Playground,08/19/2018,08/25/2018,0,0,130,70,140,190,330,860
Queens,Playground for All Children - CPI,08/19/2018,08/25/2018,0,0,0,108,0,71,0,179
Queens,Hoover - Manton Playgrounds,08/19/2018,08/25/2018,0,0,20,0,0,58,0,78
Queens,Mauro Playground,08/19/2018,08/25/2018,0,0,32,20,15,0,0,67
Queens,Beach 59th Street Playground - CPI,08/19/2018,08/25/2018,0,0,65,98,95,150,0,408
Queens,Bayswater Park - CPI,08/19/2018,08/25/2018,0,0,98,66,47,93,0,304
Queens,Brookville Playground,08/19/2018,08/25/2018,0,0,113,132,127,0,0,372
Manhattan,Poor Richard's Playground - CPI,08/26/2018,09/01/2018,0,0,185,0,0,0,0,185
Manhattan,Sheltering Arms,09/02/2018,09/08/2018,0,0,48,32,15,0,0,95
Manhattan,Columbus Park - CPI,08/12/2018,08/18/2018,0,0,125,110,97,89,138,559
Manhattan,Sol Lain Playground - CPI,09/02/2018,09/08/2018,0,0,71,69,58,76,89,363
Manhattan,Columbus Park - CPI,09/02/2018,09/08/2018,0,0,135,110,135,140,325,845
Manhattan,Thomas Jefferson Park,09/02/2018,09/08/2018,0,0,78,40,32,69,83,302
Manhattan,St. Nicholas playground - CPI,09/02/2018,09/08/2018,0,0,100,43,109,70,58,380
Manhattan,Jackie Robinson Playground - CPI,09/02/2018,09/08/2018,0,0,82,40,43,53,45,263
Manhattan,Carmansville Playground - CPI,09/02/2018,09/08/2018,0,0,420,480,540,520,600,2560
Manhattan,J Hood Wright - CPI,09/02/2018,09/08/2018,0,0,0,185,205,216,191,797
Brooklyn,William Sheridan Playground - CPI,09/02/2018,09/15/2018,0,0,120,100,0,9,115,344
Brooklyn,Sternberg Park - CPI,09/02/2018,09/08/2018,0,175,140,202,0,57,0,574
Bronx,Dawson Playground - CPI,09/02/2018,09/08/2018,0,0,0,45,5,35,0,85
Bronx,Slattery Playground - CPI,09/02/2018,09/08/2018,0,0,90,75,70,40,0,275
Bronx,PO Serrano Playground,09/02/2018,09/08/2018,0,0,25,0,18,28,0,71
Bronx,St Mary's East Playground,09/02/2018,09/08/2018,0,0,10,12,15,20,0,57
Brooklyn,Bushclinton Playground,08/20/2018,08/24/2018,0,24,33,47,32,42,0,178
Brooklyn,Bushclinton Playground,08/13/2018,08/17/2018,0,25,90,40,33,40,0,228
Queens,Rufus King Park,08/26/2018,09/01/2018,0,0,0,0,160,173,205,538
Queens,Hoover - Manton Playgrounds,08/26/2018,09/01/2018,0,0,60,0,0,72,22,154
Queens,Bayswater Park - CPI,08/26/2018,09/01/2018,0,0,60,59,99,0,122,340
Queens,Linden Park,08/26/2018,09/01/2018,0,0,170,0,225,200,0,595
Queens,Juniper Park,08/26/2018,09/01/2018,0,0,0,64,45,0,88,197
Queens,Maple Playground - CPI,08/26/2018,09/01/2018,0,0,100,0,150,150,0,400
Manhattan,Tompkins Square Park - CPI,08/26/2018,09/01/2018,0,0,97,0,0,0,0,97
Manhattan,Columbus Park - CPI,08/26/2018,09/01/2018,0,0,328,302,390,417,455,1892
Manhattan,Seward Park - CPI,08/26/2018,09/01/2018,0,0,400,325,250,0,600,1575
Manhattan,Sol Lain Playground - CPI,08/26/2018,09/01/2018,0,0,59,61,65,0,57,242
Manhattan,Jackie Robinson Playground - CPI,08/26/2018,09/01/2018,0,0,60,62,47,75,91,335
Manhattan,Carmansville Playground - CPI,08/26/2018,09/01/2018,0,0,360,420,480,400,550,2210
Manhattan,Happy Warrior Playground,08/26/2018,09/01/2018,0,0,85,70,80,55,0,290
Manhattan,St. Nicholas playground - CPI,08/26/2018,09/01/2018,0,0,99,107,82,0,112,400
Manhattan,Thomas Jefferson Park,08/26/2018,09/01/2018,0,0,90,88,75,110,140,503
Brooklyn,Sternberg Park - CPI,08/26/2018,09/01/2018,0,247,311,158,227,126,0,1069
Bronx,Loreto Playground,08/26/2018,09/01/2018,0,0,60,60,60,60,60,300
Bronx,Mott Playground - CPI,08/26/2018,09/01/2018,0,0,24,21,26,20,21,112
Bronx,Slattery Playground - CPI,08/26/2018,09/01/2018,0,0,90,90,70,80,70,400
Bronx,St. James Park,08/26/2018,09/01/2018,0,0,145,150,150,145,150,740
Bronx,PFC Lozada Playground - CPI,08/26/2018,09/01/2018,0,0,22,30,38,14,0,104
Bronx,Claremont Park,08/26/2018,09/01/2018,0,0,50,35,25,60,45,215
Queens,Queensbridge Park,08/19/2018,08/25/2018,0,0,53,0,0,70,100,223
Bronx,Flynn Playground - CPI,08/26/2018,09/01/2018,0,0,40,40,40,15,65,200
Queens,Juniper Park,08/19/2018,08/25/2018,0,0,166,118,186,145,172,787
Bronx,Abrams Playground,08/26/2018,09/01/2018,0,0,65,85,90,95,100,435
Bronx,Zimmerman Playground,08/26/2018,09/01/2018,0,0,67,53,78,91,74,363
Queens,Astoria Heights Playground,08/19/2018,08/25/2018,0,0,0,150,185,205,0,540
Bronx,Barreto Playground - CPI,08/26/2018,09/01/2018,0,0,0,0,0,0,0,0
Queens,London Planetree,08/19/2018,08/25/2018,0,0,91,131,203,104,0,529
Bronx,PO Serrano Playground,08/26/2018,09/01/2018,0,0,40,40,45,10,30,165
Bronx,Rev. James Polite Playground - CPI,08/26/2018,09/01/2018,0,0,7,11,13,15,15,61
Brooklyn,Carroll Park,08/26/2018,09/01/2018,0,45,50,55,60,50,0,260
Brooklyn,Carroll Park,08/19/2018,08/25/2018,0,45,50,50,55,60,0,260
Brooklyn,William Sheridan Playground - CPI,08/26/2018,09/01/2018,0,0,100,130,6,10,50,296
Brooklyn,Douglass and Degraw Pool,08/27/2018,09/01/2018,0,15,25,10,30,3,0,83
Brooklyn,Sternberg Park - CPI,08/19/2018,08/25/2018,0,345,310,320,279,355,0,1609
Brooklyn,Douglass And DeGraw Pool,08/20/2018,08/25/2018,0,25,30,40,25,17,8,145
Brooklyn,William Sheridan Playground - CPI,08/19/2018,08/25/2018,0,0,120,115,20,10,0,265
Bronx,Tiffany Playground,08/26/2018,09/01/2018,0,0,45,23,32,12,0,112
Bronx,Martin Van Buren Playground,08/26/2018,09/01/2018,0,0,0,0,0,0,0,0
Bronx,Clark Playground - CPI,08/26/2018,09/01/2018,0,0,26,4,26,8,0,64
Bronx,Dawson Playground - CPI,08/26/2018,09/01/2018,0,0,33,46,61,6,0,146
Bronx,St Mary's East Playground,08/26/2018,09/01/2018,0,0,18,20,10,10,0,58
Bronx,Horseshoe Playground - CPI,08/26/2018,09/01/2018,0,0,34,36,38,30,0,138
Bronx,Tremont Park,08/26/2018,09/01/2018,0,0,15,35,35,10,0,95
Manhattan,Matthew Sapolin,08/12/2018,08/18/2018,0,0,0,0,0,0,108,108
Manhattan,Matthew Sapolin,08/19/2018,08/25/2018,0,0,220,0,0,116,154,490
Manhattan,Sheltering Arms Pool,08/19/2018,08/25/2018,0,0,35,25,30,65,54,209
Manhattan,Sheltering Arms Pool,08/12/2018,08/18/2018,0,0,47,56,0,48,36,187
Manhattan,Happy Warrior Playground,08/19/2018,08/25/2018,0,0,75,65,0,80,90,310
Manhattan,Thomas Jefferson Park,08/19/2018,08/25/2018,0,0,110,98,0,180,200,588
Manhattan,Poor Richard's Playground - CPI,08/19/2018,08/25/2018,0,0,160,175,0,150,180,665
Manhattan,J Hood Wright - CPI,08/19/2018,08/25/2018,0,0,187,199,0,183,215,784
Manhattan,Carmansville Playground - CPI,08/19/2018,08/25/2018,0,0,370,440,0,470,600,1880
Manhattan,Jackie Robinson Playground - CPI,08/19/2018,08/25/2018,0,0,117,99,470,97,106,889
Manhattan,St. Nicholas playground - CPI,08/19/2018,08/25/2018,0,0,100,96,0,0,88,284
Manhattan,St. Nicholas playground - CPI,08/12/2018,08/18/2018,0,0,111,109,97,0,0,317
Staten Island,Schmul Playground,08/19/2018,08/25/2018,0,0,30,50,45,55,60,240
Staten Island,Dugan Playground,08/19/2018,08/25/2018,0,0,35,45,49,58,65,252
Staten Island,McDonalds Playground,08/12/2018,08/18/2018,0,0,52,0,26,124,12,214
Manhattan,Poor Richard's Playground - CPI,08/12/2018,08/18/2018,0,0,160,185,195,220,240,1000
Manhattan,Thomas Jefferson Park,08/12/2018,08/18/2018,0,0,95,86,77,68,50,376
Manhattan,Seward Park - CPI,08/12/2018,08/18/2018,0,0,525,0,375,0,0,900
Manhattan,Sol Lain Playground - CPI,08/12/2018,08/18/2018,0,0,92,84,91,77,69,413
Manhattan,Tompkins Square Park - CPI,08/12/2018,08/18/2018,0,0,97,107,83,121,79,487
Manhattan,Tompkins Square Park - CPI,08/19/2018,08/25/2018,0,0,68,0,0,0,182,250
Manhattan,Seward Park - CPI,08/19/2018,08/25/2018,0,0,575,0,0,0,0,575
Manhattan,Columbus Park - CPI,08/19/2018,08/25/2018,0,0,310,385,0,0,430,1125
Manhattan,Sol Lain Playground - CPI,08/19/2018,08/25/2018,0,0,87,0,0,0,52,139
Queens,Linden Park,08/19/2018,08/19/2018,0,0,370,275,0,0,0,645
Queens,Maple Playground - CPI,08/19/2018,08/25/2018,0,0,120,120,0,150,0,390
Queens,Colden Playground - CPI,08/19/2018,08/25/2018,0,0,120,160,100,140,0,520
Queens,Bowne Park,08/19/2018,08/25/2018,0,0,84,96,0,0,0,180
Bronx,St Mary's East Playground,08/19/2018,08/25/2018,0,0,20,25,60,21,0,126
Bronx,Clark Playground - CPI,08/19/2018,08/25/2018,0,0,12,22,60,18,24,136
Bronx,PO Serrano Playground,08/19/2018,08/25/2018,0,0,40,43,35,50,50,218
Bronx,St. James Park,08/19/2018,08/25/2018,0,0,160,160,180,180,150,830
Bronx,Flynn Playground - CPI,08/19/2018,08/25/2018,0,0,50,35,40,50,50,225
Bronx,Tiffany Playground,08/19/2018,08/25/2018,0,0,58,35,47,41,27,208
Bronx,Dawson Playground - CPI,08/19/2018,08/25/2018,0,0,40,76,37,0,56,209
Bronx,Mott Playground - CPI,08/19/2018,08/25/2018,0,0,20,0,0,22,20,62
Bronx,Horseshoe Playground - CPI,08/19/2018,08/25/2018,0,0,26,34,37,41,0,138
Bronx,Abrams Playground,08/19/2018,08/25/2018,0,0,100,90,95,85,100,470
Bronx,Zimmerman Playground,08/19/2018,08/25/2018,0,0,28,61,65,37,60,251
Bronx,Tremont Park,08/19/2018,08/25/2018,0,0,40,35,15,50,60,200
Bronx,Barreto Playground - CPI,08/19/2018,08/25/2018,0,0,42,53,57,45,15,212
Bronx,PFC Lozada Playground - CPI,08/19/2018,08/25/2018,0,0,31,38,0,34,0,103
Bronx,St Mary's East Playground,08/19/2018,08/25/2018,0,0,20,25,27,21,0,93
Bronx,Martin Van Buren Playground,08/19/2018,08/25/2018,0,0,41,60,45,52,0,198
Bronx,Rev. James Polite Playground - CPI,08/19/2018,08/25/2018,0,0,11,17,13,14,0,55
Bronx,Slattery Playground - CPI,08/19/2018,08/25/2018,0,0,60,70,70,80,0,280
Staten Island,De Matti Park - CPI,08/19/2018,08/25/2018,0,0,88,72,128,112,0,400
Bronx,Loreto Playground,08/19/2018,08/25/2018,0,0,60,60,60,0,0,180
Brooklyn,John J Carty Park - CPI,07/22/2018,07/28/2018,0,0,187,178,191,0,0,556
Brooklyn,Garibaldi Playground - CPI,08/05/2018,08/11/2018,0,0,0,13,14,11,0,38
Brooklyn,Garibaldi Playground - CPI,07/29/2018,08/04/2018,0,0,11,9,15,16,10,61
Queens,Queensbridge Park,08/12/2018,08/18/2018,0,0,34,42,96,73,30,275
Queens,Lower Highland Playground,08/12/2018,08/18/2018,0,0,70,130,190,130,0,520
Queens,Rufus King Park,08/18/2018,08/18/2018,0,0,203,189,231,197,185,1005
Queens,Hoover - Manton Playgrounds,08/12/2018,08/18/2018,0,0,79,40,62,52,0,233
Queens,Beach 30th Playground - CPI,08/12/2018,08/18/2018,0,0,45,37,72,0,0,154
Queens,Brookville Playground,08/12/2018,08/18/2018,0,0,104,123,80,162,0,469
Queens,Bayswater Park - CPI,08/12/2018,08/18/2018,0,0,36,94,56,81,0,267
Queens,Beach 59th Street Playground - CPI,08/12/2018,08/18/2018,0,0,39,66,42,75,15,237
Queens,London Planetree,08/12/2018,08/18/2018,0,0,52,171,178,140,0,541
Queens,Maple Playground - CPI,08/12/2018,08/18/2018,0,0,120,120,150,175,0,565
Queens,Colden Playground - CPI,08/12/2018,08/18/2018,0,0,75,115,0,75,0,265
Queens,Bowne Park,08/12/2018,08/18/2018,0,0,96,84,76,35,63,354
Queens,Mauro Playground,08/12/2018,08/18/2018,0,0,25,20,30,0,0,75
Queens,Juniper Park,08/12/2018,08/18/2018,0,0,73,134,74,0,0,281
Queens,Astoria Heights Playground,08/12/2018,08/18/2018,0,0,72,83,65,81,0,301
Queens,Linden Park,08/12/2018,08/18/2018,0,0,190,210,0,0,150,550
Staten Island,Corporal Thompson - CPI,08/05/2018,08/11/2018,0,0,45,75,55,85,0,260
Staten Island,Christopher J. Igneri Playground - CPI,08/12/2018,08/18/2018,0,0,14,0,26,25,20,85
Staten Island,Dugan Playground,08/12/2018,08/18/2018,0,0,71,60,52,53,60,296
Staten Island,Dugan Playground,08/05/2018,08/11/2018,0,0,51,65,60,64,0,240
Staten Island,Corporal Thompson - CPI,08/12/2018,08/18/2018,0,0,110,120,125,150,190,695
Staten Island,Corporal Thompson - CPI,08/05/2018,08/11/2018,0,0,125,140,130,165,200,760
Staten Island,De Matti Park - CPI,08/12/2018,08/18/2018,0,0,73,82,65,72,0,292
Staten Island,De Matti Park - CPI,08/05/2018,08/11/2018,0,0,60,70,78,75,0,283
Staten Island,Schmul Playground,08/12/2018,08/18/2018,0,0,25,40,30,55,45,195
Staten Island,Schmul Playground,08/05/2018,08/11/2018,0,0,40,55,35,40,50,220
Staten Island,Schmul Playground,07/29/2018,08/04/2018,0,0,30,50,60,74,60,274
Staten Island,PS 35,08/12/2018,08/18/2018,89,50,85,0,77,35,0,336
Staten Island,PS 35,08/05/2018,08/11/2018,65,70,55,0,90,76,0,356
Queens,Yellowstone Park,08/05/2018,08/11/2018,0,0,41,73,69,71,0,254
Queens,Astoria Heights Playground,08/05/2018,08/11/2018,0,0,72,85,80,77,0,314
Manhattan,Tompkins Square Park - CPI,08/12/2018,08/18/2018,0,0,97,107,83,121,79,487
Manhattan,Poor Richard's Playground - CPI,08/12/2018,08/18/2018,0,0,160,185,195,220,240,1000
Manhattan,Matthew Sapolin,08/12/2018,08/18/2018,0,0,0,0,0,0,108,108
Manhattan,St. Nicholas playground - CPI,08/12/2018,08/18/2018,0,0,111,109,97,0,0,317
Manhattan,Thomas Jefferson Park,08/12/2018,08/18/2018,0,0,95,86,77,68,50,376
Manhattan,Seward Park - CPI,08/12/2018,08/18/2018,0,0,525,0,375,0,0,900
Manhattan,Sol Lain Playground - CPI,08/12/2018,08/18/2018,0,0,92,84,91,77,69,413
Manhattan,Matthew Sapolin,07/08/2018,07/14/2018,0,0,0,0,0,0,36,36
