Borough,Park or Playground,Week Start Date,Week End date,Sunday Attendance,Monday Attendance,Tuesday Attendance,Wednesday Attendance,Thursday Attendance,Friday Attendance,Saturday Attendance,Total Attendance
Brooklyn,John J Carty Park - CPI,05/06/2018,05/12/2018,0,0,0,0,0,0,0,0
Brooklyn,John J Carty Park - CPI,04/29/2018,05/05/2018,0,0,15,18,19,24,38,114
Brooklyn,John J Carty Park - CPI,04/22/2018,04/28/2018,0,0,22,16,18,19,21,96
Brooklyn,John J Carty Park - CPI,04/16/2018,04/20/2018,0,0,25,23,0,31,0,79
Bronx,St Mary's East Playground,05/06/2018,05/12/2018,0,0,8,10,0,15,0,33
Bronx,Mott Playground - CPI,05/06/2018,05/12/2018,0,0,31,26,0,25,0,82
Bronx,Slattery Playground - CPI,05/06/2018,05/12/2018,0,0,40,30,20,40,0,130
Bronx,Claremont Park,05/06/2018,05/12/2018,0,0,10,12,6,12,0,40
Queens,Bayswater Park - CPI,04/28/2018,05/05/2018,0,0,0,0,0,37,247,284
Manhattan,White Park - CPI,05/01/2018,05/05/2018,0,0,85,95,90,105,110,485
Manhattan,J Hood Wright - CPI,05/01/2018,05/05/2018,0,0,0,170,190,200,290,850
Manhattan,Poor Richard's Playground - CPI,05/01/2018,05/05/2018,0,0,90,85,70,80,0,325
Manhattan,Jackie Robinson Playground - CPI,05/01/2018,05/05/2018,0,0,196,94,101,62,130,583
Manhattan,Raoul Wallenberg Playground - CPI,05/01/2018,05/05/2018,0,0,112,210,198,90,0,610
Manhattan,Tompkins Square Park - CPI,05/01/2018,05/05/2018,0,0,196,207,237,108,253,1001
Manhattan,Columbus Park - CPI,05/01/2018,05/05/2018,0,0,0,203,226,241,225,895
Queens,Maple Playground - CPI,04/28/2018,05/05/2018,0,0,200,0,130,0,0,330
Queens,Playground for All Children - CPI,04/28/2018,05/05/2018,0,0,400,373,480,381,470,2104
Queens,Beach 59th Street Playground - CPI,04/28/2018,05/05/2018,0,0,53,52,80,80,85,350
Queens,Beach 30th Playground - CPI,04/28/2018,05/05/2018,0,0,104,57,60,37,0,258
Queens,PO Edward Byrne Park,04/28/2018,05/05/2018,0,0,72,88,71,30,0,261
Queens,"Phil ""Scooter"" Rizzuto Park",04/28/2018,05/05/2018,0,0,218,450,199,270,250,1387
Queens,Colden Playground - CPI,04/28/2018,05/05/2018,0,0,0,0,0,10,85,95
Queens,Hoover - Manton Playgrounds,04/28/2018,05/05/2018,0,0,300,412,115,223,0,1050
Queens,Athens Square Park - CPI,04/28/2018,05/05/2018,0,0,140,70,60,40,60,370
Queens,Charybdis Playground - CPI,04/28/2018,05/05/2018,0,0,110,180,104,110,150,654
Queens,Linden Playground (Park of the Americas) - CPI,04/29/2018,05/05/2017,0,0,110,170,105,195,0,580
Bronx,PFC Lozada Playground - CPI,04/29/2018,05/05/2018,0,0,0,22,32,29,0,83
Bronx,Clark Playground - CPI,04/29/2018,05/05/2018,0,0,25,20,0,30,0,75
Bronx,Martin Van Buren Playground,04/29/2018,05/05/2018,0,0,70,60,69,60,0,259
Bronx,Mott Playground - CPI,04/29/2018,05/05/2018,0,0,35,33,37,41,0,146
Bronx,Claremont Park,04/29/2018,05/05/2018,0,0,10,0,0,12,0,22
Bronx,Rev. James Polite Playground - CPI,04/29/2018,05/05/2018,0,0,20,18,25,3,0,66
Bronx,Horseshoe Playground - CPI,04/29/2018,05/05/2018,0,0,31,40,28,43,25,167
Bronx,Barreto Playground - CPI,04/29/2018,05/05/2018,0,0,15,12,50,50,60,187
Bronx,Slattery Playground - CPI,04/29/2018,05/05/2018,0,0,70,60,70,45,55,300
Bronx,St Mary's East Playground,04/29/2018,05/05/2018,0,0,0,20,65,50,80,215
Bronx,Dawson Playground - CPI,04/29/2018,05/05/2018,0,0,25,50,45,58,39,217
Bronx,Willis Playground - CPI,04/29/2018,05/05/2018,0,0,0,20,30,20,30,100
Bronx,Tiffany Playground,04/29/2018,05/05/2018,0,0,11,17,21,14,21,84
Queens,Charybdis Playground - CPI,04/21/2018,04/28/2018,0,40,77,0,46,6,130,299
Queens,Beach 30th Playground - CPI,04/21/2018,04/28/2018,0,0,35,0,45,6,130,216
Queens,Athens Square Park - CPI,04/21/2018,04/28/2018,0,40,40,0,150,0,115,345
Queens,Playground for All Children - CPI,04/23/2018,04/28/2018,0,0,32,0,109,14,513,668
Queens,Linden Park,04/23/2018,04/28/2018,0,100,100,0,120,3,210,533
Queens,PO Edward Byrne Park,04/23/2018,04/28/2018,0,35,30,0,170,0,0,235
Queens,Beach 59th Street Playground - CPI,04/23/2018,04/28/2018,0,32,163,0,40,0,75,310
Queens,Maple Playground - CPI,04/23/2018,04/28/2018,0,0,0,0,160,0,190,350
Queens,Beach 30th Playground - CPI,04/23/2018,04/28/2018,0,15,110,0,37,10,41,213
Queens,"Phil ""Scooter"" Rizzuto Park",04/23/2018,04/28/2018,0,100,100,0,120,6,140,466
Manhattan,Poor Richard's Playground - CPI,04/17/2018,04/21/2018,0,0,0,0,0,110,90,200
Manhattan,White Park - CPI,04/17/2018,04/21/2018,0,0,0,0,0,85,90,175
Manhattan,White Park - CPI,04/24/2018,04/28/2018,0,0,0,0,85,0,105,190
Manhattan,Columbus Park - CPI,04/24/2018,04/28/2018,0,0,300,0,305,0,334,939
Manhattan,Poor Richard's Playground - CPI,04/24/2018,04/28/2018,0,0,0,0,95,0,75,170
Manhattan,Tompkins Square Park - CPI,04/24/2018,04/28/2018,0,0,0,0,253,0,0,253
Bronx,Mott Playground - CPI,04/22/2018,04/28/2018,0,0,0,0,20,0,40,60
Bronx,PFC Lozada Playground - CPI,04/22/2018,04/28/2018,0,0,0,0,9,0,25,34
Bronx,Clark Playground - CPI,04/22/2018,04/28/2018,0,0,0,0,16,0,20,36
Bronx,Willis Playground - CPI,04/22/2018,04/28/2018,0,0,0,0,10,0,20,30
Bronx,Dawson Playground - CPI,04/22/2018,04/28/2018,0,0,8,0,25,0,45,78
Bronx,Martin Van Buren Playground,04/22/2018,04/28/2018,0,0,0,0,30,0,45,75
Bronx,Slattery Playground - CPI,04/22/2018,04/28/2018,0,0,0,0,30,0,45,75
Bronx,Horseshoe Playground - CPI,04/22/2018,04/28/2018,0,0,0,0,10,0,21,31
Bronx,Tiffany Playground,04/22/2018,04/28/2018,0,0,0,0,5,0,20,25
Bronx,Rev. James Polite Playground - CPI,04/22/2018,04/28/2018,0,0,0,0,11,0,25,36
Bronx,Barreto Playground - CPI,04/22/2018,04/28/2018,0,0,0,0,5,0,35,40
Bronx,Claremont Park,04/22/2018,04/28/2018,0,0,0,0,10,0,25,35
Queens,Beach 59th Street Playground - CPI,04/20/2018,04/21/2018,0,0,0,0,0,50,30,80
Queens,Linden Playground (Park of the Americas) - CPI,04/18/2018,04/21/2018,0,0,0,90,0,60,120,270
Queens,Charybdis Playground - CPI,04/18/2018,04/21/2018,0,0,0,40,0,60,120,220
Queens,Beach 59th Street Playground - CPI,04/18/2018,04/21/2018,0,0,0,75,0,0,30,105
Queens,Beach 59th Street Playground - CPI,04/18/2018,04/21/2018,0,0,0,70,0,120,50,240
Queens,Playground for All Children - CPI,04/18/2018,04/21/2018,0,0,0,200,0,375,0,575
Queens,Playground for All Children - CPI,04/18/2018,04/21/2018,0,0,0,200,0,375,0,575
Queens,Linden Playground (Park of the Americas) - CPI,04/20/2018,04/21/2018,0,0,0,0,0,150,285,435
Queens,Maple Playground - CPI,04/20/2018,04/21/2018,0,0,0,0,0,270,350,620
Queens,Athens Square Park - CPI,04/18/2018,04/21/2018,0,0,0,85,0,30,110,225
Bronx,Slattery Playground - CPI,04/15/2018,04/21/2018,0,0,0,0,0,0,0,0
Bronx,Mott Playground - CPI,04/15/2018,04/21/2018,0,0,0,0,0,0,0,0
Bronx,Claremont Park,04/15/2018,04/21/2018,0,0,0,0,0,0,0,0
Bronx,Martin Van Buren Playground,04/15/2018,04/21/2018,0,0,0,0,0,0,0,0
Bronx,Horseshoe Playground - CPI,04/15/2018,04/21/2018,0,0,0,0,0,0,0,0
Bronx,Tiffany Playground,04/15/2018,04/21/2018,0,0,0,0,0,0,0,0
Bronx,Dawson Playground - CPI,04/15/2018,04/21/2018,0,0,0,0,0,0,0,0
Bronx,Barreto Playground - CPI,04/15/2018,04/21/2018,0,0,0,0,0,0,0,0
Bronx,Rev. James Polite Playground - CPI,04/15/2018,04/21/2018,0,0,0,0,0,0,0,0
Bronx,Clark Playground - CPI,04/15/2018,04/21/2018,0,0,0,0,0,0,0,0
Bronx,Willis Playground - CPI,04/15/2018,04/21/2018,0,0,0,0,0,0,0,0
Bronx,PFC Lozada Playground - CPI,04/15/2018,04/21/2018,0,0,0,0,0,0,0,0
Manhattan,Marcus Garvey,09/19/2017,09/23/2017,0,0,100,130,120,100,0,450
Manhattan,Marcus Garvey,09/26/2017,09/30/2017,0,0,100,120,110,120,100,550
Manhattan,Marcus Garvey,10/03/2017,10/07/2017,0,110,120,120,130,130,0,610
Manhattan,J Hood Wright - CPI,10/10/2017,10/14/2017,0,0,87,0,90,108,98,383
Manhattan,Bloomingdale Playground,10/10/2017,10/14/2017,0,0,100,0,0,100,25,225
Manhattan,Marcus Garvey,05/30/2017,06/03/2017,0,0,275,140,160,160,105,840
Manhattan,Seward Park - CPI,10/03/2017,10/07/2017,0,385,350,0,375,400,425,1935
Manhattan,Little Flower,10/03/2017,10/07/2017,0,0,127,11,122,191,105,556
Manhattan,Columbus Park - CPI,09/26/2017,09/30/2017,0,0,485,563,571,531,0,2150
Manhattan,Little Flower,09/26/2017,09/30/2017,0,0,74,129,65,0,46,314
Manhattan,Tompkins Square Park - CPI,09/26/2017,09/30/2017,0,0,311,0,0,797,652,1760
Manhattan,Seward Park - CPI,09/26/2017,09/30/2017,0,400,375,0,350,380,300,1805
Manhattan,Washington Square park,09/26/2017,09/30/2017,0,0,120,0,64,133,165,482
Manhattan,Tompkins Square Park - CPI,10/03/2017,10/07/2017,0,0,651,869,637,894,302,3353
Manhattan,Washington Square park,10/03/2017,10/07/2017,0,0,125,220,255,250,170,1020
Manhattan,Jackie Robinson Playground - CPI,09/26/2017,09/30/2017,0,0,55,70,65,80,75,345
Manhattan,Union Square,09/26/2017,09/30/2017,0,0,308,241,237,307,0,1093
Manhattan,Seward Park - CPI,09/19/2017,09/23/2017,0,0,375,100,0,325,350,1150
Manhattan,Raoul Wallenberg Playground - CPI,09/19/2017,09/23/2017,0,0,20,50,10,110,0,190
Manhattan,Jackie Robinson Playground - CPI,09/19/2017,09/23/2017,0,0,30,80,95,0,0,205
Manhattan,Seward Park - CPI,10/10/2017,10/14/2017,0,0,375,0,0,325,450,1150
Manhattan,Little Flower,10/10/2017,10/14/2017,0,0,152,124,0,171,99,546
Manhattan,Wright Brothers Playground,10/03/2017,10/07/2017,0,0,108,106,93,160,75,542
Manhattan,J Hood Wright - CPI,10/03/2017,10/07/2017,0,0,74,84,72,120,115,465
Manhattan,Bennett Playground,10/03/2017,10/07/2017,0,0,200,140,240,160,260,1000
Manhattan,Columbus Park - CPI,10/03/2017,10/07/2017,0,0,437,502,494,603,0,2036
Brooklyn,Linden Park,09/24/2017,09/30/2017,0,0,70,65,78,80,77,370
Brooklyn,Linden Park,10/22/2017,10/28/2017,0,0,79,84,57,65,70,355
Brooklyn,Maria Hernandez Park,10/22/2017,10/28/2017,0,0,29,40,39,33,30,171
Brooklyn,Maria Hernandez Park,10/15/2017,10/21/2017,0,0,42,38,40,30,30,180
Brooklyn,McLaughlin Park,10/22/2017,10/28/2017,0,0,30,33,27,36,31,157
